nombre_aeropouerto,codigo_IATA,ISO_pais,ISO_region
SCHLESWIG AIR BASE,WBG,DE,DE-SH
WIESBADEN ARMY AIRFIELD,WIE,DE,DE-HE
INGOLSTADT MANCHING,IGS,DE,DE-BY
DAUGAVPILS INTRENATIONAL,DGP,LV,LV-DA
LIEPAJA INTERNATIONAL,LPX,LV,LV-LE
RIGA INTERNATIONAL,RIX,LV,LV-RIX
VENTSPILS INTERNATIONAL,VNT,LV,LV-VEN
KAUNAS INTERNATIONAL,KUN,LT,LT-KU
PALANGA INTERNATIONAL,PLQ,LT,LT-KL
PANEVEŽYS AIR BASE,PNV,LT,LT-PN
ŠIAULIAI INTERNATIONAL,SQQ,LT,LT-SA
VILNIUS INTERNATIONAL,VNO,LT,LT-VL
RANGER MUNICIPAL,RGR,US,US-TX
ALEXANDER BAY,ALJ,ZA,ZA-NC
AGGENEYS,AGZ,ZA,ZA-NC
ALLDAYS,ADY,ZA,ZA-NP
BISHO,BIY,ZA,ZA-EC
BRAM FISCHER INTERNATIONAL,BFN,ZA,ZA-FS
BULTFONTEIN,UTE,ZA,ZA-FS
ARATHUSA SAFARI LODGE,ASS,ZA,ZA-NP
CRADOCK,CDO,ZA,ZA-EC
CAPE TOWN INTERNATIONAL,CPT,ZA,ZA-WC
MUBATUBA,DUK,ZA,ZA-NL
ZULU INYALA,PZL,ZA,ZA-NL
BEN SCHOEMAN,ELS,ZA,ZA-EC
EMPANGENI,EMG,ZA,ZA-NL
ELLISRAS MATIMBA,ELL,ZA,ZA-NP
FICKSBURG SENTRAOES,FCB,ZA,ZA-FS
GRAND CENTRAL,GCJ,ZA,ZA-GT
GEORGE,GRJ,ZA,ZA-WC
GIYANI,GIY,ZA,ZA-NP
RAND,QRA,ZA,ZA-GT
HLUHLUWE,HLW,ZA,ZA-NL
HARRISMITH,HRS,ZA,ZA-FS
HOEDSPRUIT AIR FORCE BASE,HDS,ZA,ZA-NP
P C PELSER,KXE,ZA,ZA-NW
KIMBERLEY,KIM,ZA,ZA-NC
KRUGER MPUMALANGA INTERNATIONAL,MQP,ZA,ZA-MP
KOMATIPOORT,KOF,ZA,ZA-MP
JOHAN PIENAAR,KMH,ZA,ZA-NC
KLEINSEE,KLZ,ZA,ZA-NC
LANSERIA,HLA,ZA,ZA-GT
LIME ACRES FINSCH MINE,LMR,ZA,ZA-NC
LONDOLOZI,LDZ,ZA,ZA-NP
KING SHAKA INTERNATIONAL,DUR,ZA,ZA-NL
LUSIKISIKI,LUJ,ZA,ZA-EC
LOUIS TRICHARDT,LCD,ZA,ZA-NP
LANGEBAANWEG,SDB,ZA,ZA-WC
LADYSMITH,LAY,ZA,ZA-NL
MALAMALA,AAM,ZA,ZA-NP
MARGATE,MGH,ZA,ZA-NL
MUSINA(MESSINA),MEZ,ZA,ZA-NP
MMABATHO INTERNATIONAL,MBD,ZA,ZA-NW
RIVERSIDE,LLE,ZA,ZA-MP
MOSSEL BAY,MZY,ZA,ZA-WC
MKUZE,MZQ,ZA,ZA-NL
NEWCASTLE,NCS,ZA,ZA-NL
NGALA,NGL,ZA,ZA-NP
NELSPRUIT,NLP,ZA,ZA-MP
OVERBERG,OVG,ZA,ZA-WC
OUDTSHOORN,OUH,ZA,ZA-WC
OR TAMBO INTERNATIONAL,JNB,ZA,ZA-GT
PORT ALFRED,AFD,ZA,ZA-EC
CHIEF DAWID STUURMAN INTERNATIONAL,PLZ,ZA,ZA-EC
PLETTENBERG BAY,PBZ,ZA,ZA-WC
HENDRIK VAN ECK,PHW,ZA,ZA-NP
PORT ST JOHNS,JOH,ZA,ZA-EC
PRIESKA,PRK,ZA,ZA-NC
PIETERMARITZBURG,PZB,ZA,ZA-NL
PILANESBERG INTERNATIONAL,NTY,ZA,ZA-NW
POLOKWANE INTERNATIONAL,PTG,ZA,ZA-NP
POTCHEFSTROOM,PCF,ZA,ZA-NW
QUEENSTOWN,UTW,ZA,ZA-EC
RICHARDS BAY,RCB,ZA,ZA-NL
REIVILO,RVO,ZA,ZA-NW
ROBERTSON,ROD,ZA,ZA-WC
SPRINGBOK,SBU,ZA,ZA-NC
SECUNDA,ZEC,ZA,ZA-MP
SABI SABI,GSS,ZA,ZA-MP
SISHEN,SIS,ZA,ZA-NC
SKUKUZA,SZK,ZA,ZA-MP
THOHOYANDOU,THY,ZA,ZA-NP
THABA NCHU TAR,TCU,ZA,ZA-FS
TZANEEN,LTA,ZA,ZA-NP
PRINCE MANGOSUTHU BUTHELEZI,ULD,ZA,ZA-NL
PIERRE VAN RYNEVELD,UTN,ZA,ZA-NC
K. D. MATANZIMA,UTT,ZA,ZA-EC
VRYBURG,VRU,ZA,ZA-NW
VIRGINIA,VIR,ZA,ZA-NL
VREDENDAL,VRE,ZA,ZA-WC
VRYHEID,VYD,ZA,ZA-NL
WONDERBOOM,PRY,ZA,ZA-GT
WATERKLOOF AIR FORCE BASE,WKF,ZA,ZA-GT
FRANCISTOWN,FRW,BW,BW-NE
GHANZI,GNZ,BW,BW-GH
JWANENG,JWA,BW,BW-SO
KASANE,BBK,BW,BW-NW
KHWAI RIVER LODGE,KHW,BW,BW-NW
LOBATSE,LOQ,BW,BW-SE
MAUN,MUB,BW,BW-NW
ORAPA,ORP,BW,BW-CE
PALAPYE,QPH,BW,BW-CE
SIR SERETSE KHAMA INTERNATIONAL,GBE,BW,BW-SE
SUA PAN,SXN,BW,BW-CE
SELEBI PHIKWE,PKW,BW,BW-CE
SAVUTI,SVT,BW,BW-NW
SHAKAWE,SWX,BW,BW-NW
LIMPOPO VALLEY,TLD,BW,BW-CE
TSHABONG,TBY,BW,BW-KG
MAYA-MAYA,BZV,CG,CG-12
DJAMBALA,DJM,CG,CG-14
KINDAMBA,KNJ,CG,CG-12
LAGUE,LCO,CG,CG-14
MOUYONDZI,MUY,CG,CG-11
SIBITI,SIB,CG,CG-2
YOKANGASSI,NKY,CG,CG-11
ZANAGA,ANJ,CG,CG-2
MOSSENDJO,MSX,CG,CG-9
BOUNDJI,BOE,CG,CG-8
OYO OLLOMBO,OLL,CG,CG-14
EWO,EWO,CG,CG-8
GAMBOMA,GMM,CG,CG-14
IMPFONDO,ION,CG,CG-7
KELLE,KEE,CG,CG-8
MAKOUA,MKJ,CG,CG-8
OWANDO,FTX,CG,CG-8
SOUANKE,SOE,CG,CG-13
BETOU,BTB,CG,CG-7
OUESSO,OUE,CG,CG-13
MAKABANA,KMK,CG,CG-9
NGOT NZOUNGOU,DIS,CG,CG-9
ANTONIO AGOSTINHO-NETO INTERNATIONAL,PNR,CG,CG-5
MATSAPHA,MTS,SZ,SZ-MA
KING MSWATI III INTERNATIONAL,SHO,SZ,SZ-LU
FETLAR,FEA,GB,GB-SCT
CARNOT,CRF,CF,CF-HS
BANGUI M'POKO INTERNATIONAL,BGF,CF,CF-MP
BANGASSOU,BGU,CF,CF-MB
BIRAO,IRO,CF,CF-VR
BAMBARI,BBY,CF,CF-UK
N'DÉLÉ,NDL,CF,CF-BB
BOUAR,BOP,CF,CF-NM
BRIA,BIV,CF,CF-HK
BOSSANGOA,BSN,CF,CF-AC
BERBÉRATI,BBT,CF,CF-HS
OUADDA,ODA,CF,CF-HK
YALINGA,AIG,CF,CF-HK
ZEMIO,IMO,CF,CF-HM
M'BOKI,MKI,CF,CF-HM
BATANGAFO,BTG,CF,CF-AC
GORDIL,GDI,CF,CF-BB
BAKOUMA,BMF,CF,CF-MB
OUANDA DJALLÉ,ODJ,CF,CF-VR
RAFAÏ,RFA,CF,CF-MB
BOUCA,BCF,CF,CF-AC
BOZOUM,BOZ,CF,CF-OP
ANNOBÓN,NBN,GQ,GQ-AN
BATA,BSG,GQ,GQ-LI
PRESIDENT OBIANG NGUEMA INTERNATIONAL,GEM,GQ,GQ-WN
MALABO,SSG,GQ,GQ-BN
RAF ASCENSION ISLAND,ASI,SH,SH-AC
SAINT HELENA,HLE,SH,SH-SH
SIR SEEWOOSAGUR RAMGOOLAM INTERNATIONAL,MRU,MU,MU-GP
SIR CHARLES GAETAN DUVAL,RRG,MU,MU-VP
FINSCHHAFEN,FIN,PG,PG-MPL
DIEGO GARCIA NAVAL SUPPORT FACILITY,NKW,IO,IO-U-A
KRIBI,KBI,CM,CM-SU
TIKO,TKC,CM,CM-SW
DOUALA INTERNATIONAL,DLA,CM,CM-LT
MAMFE,MMF,CM,CM-SW
BALI,BLC,CM,CM-NW
KAÉLÉ,KLE,CM,CM-EN
BATOURI,OUR,CM,CM-ES
YAGOUA,GXX,CM,CM-EN
SALAK,MVR,CM,CM-EN
FOUMBAN NKOUNJA,FOM,CM,CM-OU
N'GAOUNDÉRÉ,NGE,CM,CM-AD
BERTOUA,BTA,CM,CM-ES
GAROUA INTERNATIONAL,GOU,CM,CM-NO
DSCHANG,DSC,CM,CM-OU
BAFOUSSAM,BFX,CM,CM-OU
BAMENDA,BPC,CM,CM-NW
EBOLOWA,EBW,CM,CM-SU
YAOUNDÉ,YAO,CM,CM-CE
YAOUNDÉ NSIMALEN INTERNATIONAL,NSI,CM,CM-CE
MBALA,MMQ,ZM,ZM-05
CHIPATA,CIP,ZM,ZM-03
JEKI,JEK,ZM,ZM-09
KASOMPE,CGJ,ZM,ZM-08
KALABO,KLB,ZM,ZM-01
KAOMA,KMZ,ZM,ZM-01
KASAMA,KAA,ZM,ZM-05
KASABA BAY,ZKB,ZM,ZM-05
HARRY MWANGA NKUMBULA INTERNATIONAL,LVI,ZM,ZM-07
LUKULU,LXU,ZM,ZM-01
KENNETH KAUNDA INTERNATIONAL,LUN,ZM,ZM-09
MANSA,MNS,ZM,ZM-04
MFUWE,MFU,ZM,ZM-03
MONGU,MNR,ZM,ZM-01
NGOMA,ZGM,ZM,ZM-07
SIMON MWANSA KAPWEPWE INTERNATIONAL,NLA,ZM,ZM-08
ROYAL ZAMBEZI LODGE AIRSTRIP,RYL,ZM,ZM-09
SENANGA,SXG,ZM,ZM-01
SOUTHDOWNS,KIW,ZM,ZM-08
SESHEKE,SJQ,ZM,ZM-01
SOLWESI,SLI,ZM,ZM-06
FLAT,FLT,US,US-AK
ZAMBEZI,BBZ,ZM,ZM-06
ULITHI,ULI,FM,FM-YAP
PRINCE SAID IBRAHIM INTERNATIONAL,HAH,KM,KM-G
MOHÉLI BANDAR ES ESLAM,NWA,KM,KM-M
OUANI,AJN,KM,KM-A
DZAOUDZI PAMANDZI INTERNATIONAL,DZA,YT,YT-U-A
ROLAND GARROS,RUN,RE,RE-U-A
PIERREFONDS,ZSE,RE,RE-U-A
MALAIMBANDY,WML,MG,MG-U
ANTSIRABE,ATJ,MG,MG-T
ANTSALOVA,WAQ,MG,MG-M
MAHANORO,VVB,MG,MG-A
IVATO,TNR,MG,MG-T
ANKAVANDRA,JVA,MG,MG-U
BELO SUR TSIRIBIHINA,BMD,MG,MG-U
MIANDRIVAZO,ZVA,MG,MG-U
MAINTIRANO,MXT,MG,MG-M
ATSINANANA,ILK,MG,MG-A
MORAFENOBE,TVA,MG,MG-M
